City_ID,City,Cloudiness,Country,Current Description,Humidity,Lat,Lng,Max Temp,Rain (inches),Snow (inches),Wind Speed
102,sorland,75,NO,broken clouds,82,67.67,12.69,55.4,0.0,0.0,16.11
103,udachnyy,18,RU,few clouds,55,66.42,112.4,62.6,0.0,0.0,2.24
104,alamosa,1,US,clear sky,16,37.47,-105.87,78.8,0.0,0.0,3.36
105,tiksi,91,RU,overcast clouds,85,71.69,128.87,45.64,0.0,0.0,2.53
106,tromso,75,NO,broken clouds,71,69.65,18.96,53.6,0.0,0.0,20.8
107,victoria,100,HK,light rain,74,22.29,114.16,86.0,0.4,0.0,11.01
108,caravelas,0,BR,clear sky,62,-17.71,-39.25,77.76,0.0,0.0,5.3
109,asyut,0,EG,clear sky,42,27.18,31.18,82.4,0.0,0.0,13.87
110,znamenskoye,100,RU,overcast clouds,89,57.13,73.83,49.32,0.0,0.0,4.54
111,neiafu,40,TO,scattered clouds,94,-18.65,-173.98,75.2,0.0,0.0,4.7
112,plouzane,13,FR,light rain,77,48.38,-4.62,69.8,0.14,0.0,5.82
113,hokitika,81,NZ,broken clouds,69,-42.72,170.97,46.76,0.0,0.0,6.6
114,port alfred,0,ZA,clear sky,32,-33.59,26.89,69.01,0.0,0.0,5.01
115,bluff,1,NZ,clear sky,83,-46.6,168.33,39.0,0.0,0.0,3.0
116,la ronge,20,CA,few clouds,44,55.1,-105.28,77.0,0.0,0.0,6.93
117,margate,0,GB,clear sky,62,51.38,1.39,73.0,0.0,0.0,4.0
118,saskylakh,3,RU,clear sky,38,71.92,114.08,75.65,0.0,0.0,4.88
119,antofagasta,20,CL,few clouds,77,-23.65,-70.4,59.0,0.0,0.0,12.75
120,wakefield,14,GB,few clouds,57,53.68,-1.5,75.0,0.0,0.0,3.0
121,minab,21,IR,few clouds,75,27.15,57.08,91.4,0.0,0.0,9.17
122,marzuq,0,YE,clear sky,29,14.4,46.47,84.09,0.0,0.0,5.08
123,chuy,83,UY,light rain,73,-33.7,-53.46,54.18,0.12,0.0,15.12
124,umea,20,SE,few clouds,73,63.83,20.26,71.6,0.0,0.0,2.24
125,jinchang,100,CN,overcast clouds,30,38.5,102.17,71.33,0.0,0.0,6.15
126,palmer,40,US,scattered clouds,34,42.16,-72.33,84.0,0.0,0.0,8.05
127,vaini,75,TO,broken clouds,88,-21.2,-175.2,71.6,0.0,0.0,5.82
128,lagoa,78,PT,broken clouds,88,39.05,-27.98,66.09,0.0,0.0,18.48
129,jalu,0,LY,clear sky,27,29.03,21.55,84.96,0.0,0.0,13.02
130,vardo,40,NO,scattered clouds,81,70.37,31.11,50.0,0.0,0.0,8.05
131,nabire,100,ID,overcast clouds,88,-3.37,135.48,75.94,0.0,0.0,3.4
132,luderitz,23,NA,few clouds,87,-26.65,15.16,57.2,0.0,0.0,5.82
133,bathurst,0,AU,clear sky,91,-33.42,149.58,39.0,0.0,0.0,4.63
134,pallasovka,96,RU,overcast clouds,67,50.05,46.88,56.93,0.0,0.0,7.45
135,el estor,84,GT,broken clouds,44,15.53,-89.35,91.63,0.0,0.0,4.05
136,birao,31,CF,scattered clouds,64,10.28,22.79,80.22,0.0,0.0,5.93
137,dargaville,100,NZ,overcast clouds,92,-35.93,173.88,56.62,0.0,0.0,9.31
138,iquitos,75,PE,broken clouds,70,-3.75,-73.25,86.0,0.0,0.0,6.93
139,sola,40,VU,scattered clouds,94,-13.88,167.55,78.8,0.0,0.0,4.7
140,port elizabeth,0,ZA,clear sky,27,-33.92,25.57,70.93,0.0,0.0,13.78
141,comodoro rivadavia,40,AR,scattered clouds,72,-45.87,-67.5,41.0,0.0,0.0,16.11
142,gazli,0,UZ,clear sky,13,40.13,63.45,84.09,0.0,0.0,10.74
143,mumbwa,68,ZM,broken clouds,63,-14.98,27.06,62.35,0.0,0.0,7.16
144,ketchikan,90,US,moderate rain,87,55.34,-131.65,51.8,1.52,0.0,17.22
145,mizdah,0,LY,clear sky,21,31.45,12.98,83.68,0.0,0.0,10.09
146,tessalit,30,ML,scattered clouds,9,20.2,1.01,100.13,0.0,0.0,2.66
147,biak,95,ID,light rain,84,-0.91,122.88,76.46,0.37,0.0,6.69
148,lakefield,1,US,clear sky,37,43.68,-95.17,82.99,0.0,0.0,5.82
149,puerto escondido,75,MX,broken clouds,66,15.85,-97.07,86.0,0.0,0.0,11.41
150,husavik,40,IS,scattered clouds,76,66.04,-17.34,53.6,0.0,0.0,10.29
151,hamilton,40,US,scattered clouds,37,39.18,-84.53,84.99,0.0,0.0,9.17
152,lebu,100,CL,overcast clouds,79,-37.62,-73.65,50.7,0.0,0.0,5.61
153,basco,95,PH,overcast clouds,82,20.45,121.97,84.83,0.0,0.0,14.74
154,concordia,40,AR,scattered clouds,50,-31.39,-58.02,57.2,0.0,0.0,20.8
155,bitam,42,GA,moderate rain,97,2.08,11.5,70.0,1.32,0.0,3.02
156,saint-pierre,1,RE,clear sky,73,-21.34,55.48,71.6,0.0,0.0,26.4
157,port lincoln,14,AU,few clouds,83,-34.73,135.87,53.01,0.0,0.0,4.29
158,bethel,20,US,few clouds,30,41.37,-73.41,82.99,0.0,0.0,11.41
159,peleduy,95,RU,overcast clouds,78,59.63,112.74,57.0,0.0,0.0,1.66
160,sao filipe,1,CV,clear sky,76,14.9,-24.5,76.62,0.0,0.0,10.49
161,hurricane,1,US,clear sky,11,37.18,-113.29,99.0,0.0,0.0,7.47
162,baoqing,63,CN,broken clouds,95,46.33,132.21,54.05,0.0,0.0,3.53
163,asau,33,RO,scattered clouds,94,46.43,26.4,63.0,0.0,0.0,3.18
164,tasiilaq,100,GL,overcast clouds,81,65.61,-37.64,42.8,0.0,0.0,9.17
165,bozoum,100,CF,overcast clouds,92,6.32,16.38,68.02,0.0,0.0,4.07
166,mecca,0,SA,clear sky,27,21.43,39.83,87.1,0.0,0.0,2.8
167,sakaiminato,75,JP,light intensity shower rain,94,35.55,133.23,75.2,0.0,0.0,12.75
168,da nang,20,VN,few clouds,69,16.07,108.22,82.4,0.0,0.0,1.12
169,lasa,75,IT,broken clouds,87,46.62,10.7,63.0,0.0,0.0,5.82
170,kupang,92,ID,overcast clouds,85,-10.17,123.58,76.33,0.0,0.0,10.71
171,tuatapere,0,NZ,clear sky,83,-46.13,167.68,39.0,0.0,0.0,3.0
172,pevek,100,RU,overcast clouds,94,69.7,170.31,33.6,0.0,0.0,13.44
173,axim,89,GH,overcast clouds,84,4.87,-2.24,77.79,0.0,0.0,9.57
174,ucluelet,90,CA,overcast clouds,93,48.93,-125.55,61.0,0.0,0.0,6.93
175,green river,1,US,clear sky,22,41.53,-109.47,80.6,0.0,0.0,3.36
176,carnarvon,0,AU,clear sky,100,-24.87,113.63,53.6,0.0,0.0,3.36
177,saint anthony,1,US,clear sky,37,45.02,-93.22,84.99,0.0,0.0,4.7
178,severo-kurilsk,65,RU,broken clouds,74,50.68,156.12,47.71,0.0,0.0,10.67
179,wajima,100,JP,light rain,93,37.4,136.9,72.99,0.57,0.0,9.13
180,cabo san lucas,5,MX,clear sky,38,22.89,-109.91,87.8,0.0,0.0,6.93
181,ancud,75,CL,broken clouds,87,-41.87,-73.82,48.0,0.0,0.0,5.82
182,kushima,30,JP,light rain,100,31.46,131.23,77.0,0.15,0.0,3.0
183,upernavik,86,GL,overcast clouds,89,72.79,-56.15,36.91,0.0,0.0,2.84
184,airai,49,TL,scattered clouds,100,-8.93,125.41,57.72,0.0,0.0,3.76
185,marrakesh,20,MA,few clouds,45,31.63,-8.01,84.2,0.0,0.0,12.75
186,kangaatsiaq,86,GL,overcast clouds,83,68.31,-53.46,37.96,0.0,0.0,8.34
187,portland,20,US,few clouds,64,45.52,-122.68,73.0,0.0,0.0,9.17
188,baykit,81,RU,broken clouds,84,61.67,96.37,59.41,0.0,0.0,1.68
189,najran,20,SA,few clouds,12,17.49,44.13,87.8,0.0,0.0,4.7
190,pozo colorado,72,PY,broken clouds,63,-23.49,-58.8,63.79,0.0,0.0,12.88
191,provideniya,96,RU,overcast clouds,70,64.38,-173.3,44.6,0.0,0.0,6.71
192,solnechnyy,82,RU,broken clouds,93,50.72,136.63,51.35,0.0,0.0,2.59
193,rio grande,75,BR,broken clouds,72,-32.03,-52.1,59.0,0.0,0.0,20.8
194,atherton,100,GB,overcast clouds,37,53.52,-2.49,82.0,0.0,0.0,3.0
195,pangai,20,TO,few clouds,78,-19.8,-174.35,77.0,0.0,0.0,9.17
196,dobele,0,LV,clear sky,53,56.62,23.28,73.4,0.0,0.0,3.36
197,bogotol,0,RU,clear sky,91,56.21,89.53,57.79,0.0,0.0,3.65
198,zhigansk,84,RU,broken clouds,56,66.77,123.37,65.17,0.0,0.0,4.25
199,ahipara,100,NZ,light rain,88,-35.17,173.17,57.83,0.11,0.0,10.31
200,garissa,0,KE,clear sky,66,-0.45,39.64,78.03,0.0,0.0,19.19
201,road town,20,VG,few clouds,62,18.42,-64.62,87.8,0.0,0.0,12.75
202,san cristobal,40,VE,dust,40,7.77,-72.22,89.6,0.0,0.0,16.11
203,matagami,90,CA,light rain,93,49.75,-77.63,53.6,0.0,0.0,10.29
204,saint-joseph,22,RE,few clouds,73,-21.37,55.62,71.6,0.0,0.0,26.4
205,cockburn town,70,TC,broken clouds,77,21.46,-71.14,83.68,0.0,0.0,17.16
206,viedma,0,AR,clear sky,48,-40.81,-63.0,49.89,0.0,0.0,16.44
207,sangar,58,RU,broken clouds,56,63.92,127.47,62.46,0.0,0.0,1.48
208,chokurdakh,0,RU,clear sky,57,70.63,147.92,50.56,0.0,0.0,12.86
209,gizo,94,SB,overcast clouds,79,-8.1,156.84,82.65,0.0,0.0,15.39
210,ferrol,75,ES,broken clouds,82,43.48,-8.24,62.6,0.0,0.0,3.36
211,khawhai,100,IN,overcast clouds,100,23.37,93.12,62.53,0.0,0.0,1.68
212,phonhong,100,LA,light rain,89,18.5,102.42,78.57,0.36,0.0,1.43
213,tucuman,75,AR,broken clouds,54,-26.82,-65.22,57.2,0.0,0.0,5.82
214,maraba,40,BR,scattered clouds,39,-5.37,-49.12,95.0,0.0,0.0,3.36
215,bathsheba,75,BB,shower rain,74,13.22,-59.52,86.0,0.0,0.0,21.92
216,sarai alamgir,0,PK,smoke,74,32.9,73.76,86.0,0.0,0.0,2.24
217,arraial do cabo,100,BR,overcast clouds,57,-22.97,-42.03,80.6,0.0,0.0,9.17
218,acari,19,PE,few clouds,46,-15.43,-74.62,74.01,0.0,0.0,8.19
219,bengkulu,4,ID,light rain,88,-3.8,102.27,75.43,0.29,0.0,4.47
220,quincy,100,US,overcast clouds,37,42.25,-71.0,86.0,0.0,0.0,12.75
221,vila,0,PT,clear sky,78,42.03,-8.16,66.99,0.0,0.0,8.99
222,hammerfest,75,NO,broken clouds,76,70.66,23.68,51.8,0.0,0.0,25.28
223,clyde river,20,CA,few clouds,81,70.47,-68.59,44.6,0.0,0.0,12.75
224,aquiraz,85,BR,overcast clouds,61,-3.9,-38.39,82.4,0.0,0.0,14.99
225,trairi,82,BR,broken clouds,67,-3.28,-39.27,81.12,0.0,0.0,9.75
226,sitka,90,US,overcast clouds,76,57.05,-135.33,51.8,0.0,0.0,3.36
227,mwinilunga,0,ZM,clear sky,51,-11.74,24.43,57.51,0.0,0.0,1.21
228,mitsamiouli,0,KM,clear sky,74,-11.38,43.28,78.53,0.0,0.0,8.99
229,constitucion,100,CL,overcast clouds,69,-35.33,-72.42,53.83,0.0,0.0,5.75
230,marsa matruh,0,EG,clear sky,78,31.35,27.25,73.4,0.0,0.0,10.29
231,bonavista,10,CA,clear sky,83,48.65,-53.11,62.73,0.0,0.0,10.16
232,belyy,15,RU,few clouds,68,55.84,32.94,65.68,0.0,0.0,4.9
233,bundaberg,0,AU,clear sky,71,-24.85,152.35,51.01,0.0,0.0,9.17
234,umm lajj,0,SA,clear sky,58,25.02,37.27,82.65,0.0,0.0,6.87
235,nanortalik,100,GL,moderate rain,88,60.14,-45.24,41.56,1.45,0.0,9.64
236,mercedes,0,AR,clear sky,25,-34.65,-59.43,55.0,0.0,0.0,11.01
237,vestmannaeyjar,75,IS,broken clouds,81,63.44,-20.27,51.8,0.0,0.0,11.72
238,turan,20,VN,few clouds,69,16.07,108.22,82.4,0.0,0.0,1.12
239,hofn,52,IS,broken clouds,86,64.25,-15.21,50.58,0.0,0.0,6.6
240,griffith,75,US,broken clouds,44,41.53,-87.42,82.99,0.0,0.0,8.05
241,ahuimanu,90,US,overcast clouds,74,21.44,-157.84,80.6,0.0,0.0,13.87
242,matola,0,MZ,clear sky,82,-25.96,32.46,68.0,0.0,0.0,10.29
243,vigrestad,0,NO,clear sky,68,58.57,5.7,73.0,0.0,0.0,3.36
244,kruisfontein,0,ZA,clear sky,39,-34.0,24.73,58.8,0.0,0.0,3.13
245,lavrentiya,82,RU,broken clouds,70,65.58,-171.0,40.15,0.0,0.0,5.95
246,zonguldak,0,TR,clear sky,94,41.25,31.83,61.02,0.0,0.0,1.3
247,tandil,88,AR,overcast clouds,67,-37.32,-59.13,51.01,0.0,0.0,10.0
248,santa cruz,90,BO,thunderstorm with light rain,94,-17.8,-63.17,68.0,0.0,0.0,14.99
249,storforshei,20,NO,few clouds,67,66.4,14.52,59.0,0.0,0.0,5.82
250,urumqi,80,CN,broken clouds,37,43.8,87.6,71.6,0.0,0.0,2.24
251,dingle,100,PH,overcast clouds,83,11.0,122.67,78.12,0.0,0.0,2.86
252,gubkinskiy,100,RU,light rain,82,64.43,76.5,56.16,0.11,0.0,8.84
253,jaguarao,97,BR,overcast clouds,70,-32.57,-53.38,55.06,0.0,0.0,13.47
254,tautira,20,PF,few clouds,78,-17.73,-149.15,80.6,0.0,0.0,13.87
255,xining,100,CN,overcast clouds,72,36.62,101.77,54.27,0.0,0.0,2.35
256,kawalu,75,ID,broken clouds,92,-7.38,108.21,70.84,0.0,0.0,1.74
257,orocue,98,CO,moderate rain,88,4.79,-71.34,77.94,1.3,0.0,6.85
258,valparaiso,100,CL,overcast clouds,31,-33.04,-71.63,62.6,0.0,0.0,8.05
259,sao felix do xingu,6,BR,clear sky,47,-6.64,-51.99,89.96,0.0,0.0,4.63
260,keuruu,45,FI,scattered clouds,36,62.27,24.7,81.0,0.0,0.0,4.7
261,talnakh,62,RU,broken clouds,76,69.49,88.4,57.2,0.0,0.0,17.9
262,broome,90,US,light rain,59,42.25,-75.83,79.0,0.76,0.0,5.82
263,vila velha,20,BR,few clouds,69,-20.33,-40.29,79.0,0.0,0.0,11.41
264,port macquarie,1,AU,clear sky,82,-31.43,152.92,48.0,0.0,0.0,10.18
265,mata,0,PT,clear sky,75,40.68,-7.46,66.99,0.0,0.0,5.99
266,hope,68,US,broken clouds,74,33.67,-93.59,84.99,0.0,0.0,5.01
267,puerto narino,40,CO,scattered clouds,70,-3.77,-70.38,89.6,0.0,0.0,4.7
268,pisco,75,PE,mist,88,-13.7,-76.22,64.0,0.0,0.0,6.93
269,gat,7,IL,clear sky,67,31.61,34.76,77.0,0.0,0.0,5.77
270,olafsvik,91,IS,overcast clouds,81,64.89,-23.71,47.68,0.0,0.0,1.68
271,chamba,0,IN,clear sky,50,32.57,76.13,73.06,0.0,0.0,5.32
272,tazovskiy,100,RU,overcast clouds,70,67.47,78.7,52.39,0.0,0.0,7.07
273,bubaque,100,GW,overcast clouds,78,11.28,-15.83,81.88,0.0,0.0,10.31
274,cuamba,0,MZ,clear sky,78,-14.8,36.54,63.48,0.0,0.0,5.39
275,aswan,0,EG,clear sky,15,24.09,32.91,89.46,0.0,0.0,12.55
276,catamarca,14,AR,few clouds,70,-28.47,-65.79,57.99,0.0,0.0,7.0
277,kuching,20,MY,few clouds,100,1.55,110.33,77.0,0.0,0.0,2.24
278,puerto madryn,0,AR,clear sky,57,-42.77,-65.04,44.69,0.0,0.0,18.39
279,twentynine palms,1,US,clear sky,8,34.14,-116.05,100.4,0.0,0.0,11.41
280,soyo,100,AO,overcast clouds,82,-6.13,12.37,74.28,0.0,0.0,9.93
281,ostrovnoy,100,RU,overcast clouds,63,68.05,39.51,52.81,0.0,0.0,4.92
282,atbasar,100,KZ,overcast clouds,90,51.8,68.33,57.2,0.0,0.0,11.56
283,zyryanka,0,RU,clear sky,39,65.75,150.85,75.87,0.0,0.0,5.55
284,soto la marina,98,MX,overcast clouds,78,23.77,-98.22,84.99,0.0,0.0,8.99
285,amahai,100,ID,light rain,85,-3.33,128.92,77.0,0.15,0.0,6.8
286,dudinka,73,RU,broken clouds,76,69.41,86.18,57.2,0.0,0.0,17.9
287,atambua,51,ID,broken clouds,87,-9.11,124.89,69.82,0.0,0.0,4.99
288,chunoyar,100,RU,light rain,92,57.45,97.32,63.0,0.41,0.0,5.66
289,amapa,28,BR,scattered clouds,59,1.0,-52.0,86.5,0.0,0.0,4.61
290,sabla,91,NG,overcast clouds,20,12.75,4.71,99.28,0.0,0.0,5.93
291,khatanga,100,RU,overcast clouds,59,71.97,102.5,68.94,0.0,0.0,7.47
292,ciudad bolivar,64,VE,light rain,53,8.12,-63.55,90.61,0.28,0.0,8.61
293,fortuna,75,US,broken clouds,88,40.6,-124.16,62.6,0.0,0.0,10.29
294,ostersund,24,SE,light rain,47,63.18,14.64,75.2,0.3,0.0,6.93
295,barra da estiva,62,BR,broken clouds,71,-13.63,-41.33,69.8,0.0,0.0,6.04
296,mabaruma,85,GY,light rain,77,8.2,-59.78,83.37,0.32,0.0,6.62
297,ilulissat,75,GL,broken clouds,75,69.22,-51.1,42.8,0.0,0.0,6.93
298,coquimbo,100,CL,overcast clouds,59,-29.95,-71.34,64.4,0.0,0.0,4.7
299,cumberland,90,US,overcast clouds,83,35.05,-78.87,78.8,0.0,0.0,3.36
300,anadyr,40,RU,scattered clouds,87,64.75,177.48,46.4,0.0,0.0,15.66
301,la tuque,100,CA,overcast clouds,70,47.43,-72.78,60.37,0.0,0.0,9.17
302,noshiro,100,JP,light rain,94,40.2,140.02,65.32,0.42,0.0,7.76
303,opuwo,0,NA,clear sky,44,-18.06,13.84,54.43,0.0,0.0,5.44
304,sa kaeo,100,TH,overcast clouds,92,13.81,102.07,77.5,0.0,0.0,2.42
305,adrar,0,MR,clear sky,6,20.5,-10.07,105.06,0.0,0.0,15.12
306,havoysund,40,NO,scattered clouds,62,71.0,24.66,55.4,0.0,0.0,13.87
307,ixtapa,20,MX,few clouds,52,20.7,-105.2,89.6,0.0,0.0,8.05
308,kang,0,BW,clear sky,48,-23.68,22.79,52.81,0.0,0.0,2.59
309,angoram,5,PG,clear sky,95,-4.06,144.07,71.62,0.0,0.0,1.43
